class	url	experimental	unstable	obsolete	deprecated	description
HTMLSpanElement	/en-US/docs/Web/API/HTMLSpanElement	false	false	false	false	The HTMLSpanElement interface represents a <span> element and derives from the HTMLElement interface, but without implementing any additional properties or methods.
HTMLStyleElement	/en-US/docs/Web/API/HTMLStyleElement	false	false	false	false	The HTMLStyleElement interface represents a <style> element. It inherits properties and methods from its parent, HTMLElement, and from LinkStyle.
HTMLTableCaptionElement	/en-US/docs/Web/API/HTMLTableCaptionElement	false	false	false	false	The HTMLTableCaptionElement interface special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating table caption elements.
HTMLTableCellElement	/en-US/docs/Web/API/HTMLTableCellElement	false	false	false	false	The HTMLTableCellElement interface provides special properties and methods (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of table cells, either header or data cells, in an HTML document.
HTMLTableColElement	/en-US/docs/Web/API/HTMLTableColElement	false	false	false	false	The HTMLTableColElement interface provides special properties (beyond the HTMLElement interface it also has available to it inheritance) for manipulating single or grouped table column elements.
HTMLTableElement	/en-US/docs/Web/API/HTMLTableElement	false	false	false	false	The HTMLTableElement interface provides special properties and methods (beyond the regular HTMLElement object interface it also has available to it by inheritance) for manipulating the layout and presentation of tables in an HTML document.
HTMLTableRowElement	/en-US/docs/Web/API/HTMLTableRowElement	false	false	false	false	The HTMLTableRowElement interface provides special properties and methods (beyond the HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of rows in an HTML table.
HTMLTableSectionElement	/en-US/docs/Web/API/HTMLTableSectionElement	false	false	false	false	The HTMLTableSectionElement interface provides special properties and methods (beyond the HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of sections, that is headers, footers and bodies, in an HTML table.
HTMLTemplateElement	/en-US/docs/Web/API/HTMLTemplateElement	false	false	false	false	The HTMLTemplateElement interface enables access to the contents of an HTML <template> element.
HTMLTextAreaElement	/en-US/docs/Web/API/HTMLTextAreaElement	false	false	false	false	The HTMLTextAreaElement interface provides special properties and methods for manipulating the layout and presentation of <textarea> elements.
HTMLTimeElement	/en-US/docs/Web/API/HTMLTimeElement	false	false	false	false	The HTMLTimeElement interface provides special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <time> elements.
HTMLTitleElement	/en-US/docs/Web/API/HTMLTitleElement	false	false	false	false	The HTMLTitleElement interface contains the title for a document. This element inherits all of the properties and methods of the HTMLElement interface.
HTMLTrackElement	/en-US/docs/Web/API/HTMLTrackElement	false	false	false	false	The HTMLTrackElement interface represents an HTML <track> element within the DOM. This element can be used as a child of either <audio> or <video> to specify a text track containing information such as closed captions or subtitles.
HTMLUListElement	/en-US/docs/Web/API/HTMLUListElement	false	false	false	false	The HTMLUListElement interface provides special properties (beyond those defined on the regular HTMLElement interface it also has available to it by inheritance) for manipulating unordered list elements.
HTMLUnknownElement	/en-US/docs/Web/API/HTMLUnknownElement	false	false	false	false	The HTMLUnknownElement interface represents an invalid HTML element and derives from the HTMLElement interface, but without implementing any additional properties or methods.
HTMLVideoElement	/en-US/docs/Web/API/HTMLVideoElement	false	false	false	false	The HTMLVideoElement interface provides special properties and methods for manipulating video objects. It also inherits properties and methods of HTMLMediaElement and HTMLElement.
HashChangeEvent	/en-US/docs/Web/API/HashChangeEvent	false	false	false	false	The HashChangeEvent interface represents events that fire when the fragment identifier of the URL has changed.
Headers	/en-US/docs/Web/API/Headers	true	false	false	false	The Headers interface of the Fetch API allows you to perform various actions on HTTP request and response headers. These actions include retrieving, setting, adding to, and removing headers from the list of the request's headers.
History	/en-US/docs/Web/API/History	false	false	false	false	The History interface allows manipulation of the browser session history, that is the pages visited in the tab or frame that the current page is loaded in.
HkdfParams	/en-US/docs/Web/API/HkdfParams	false	false	false	false	See the examples for SubtleCrypto.deriveKey().
HmacImportParams	/en-US/docs/Web/API/HmacImportParams	false	false	false	false	The HmacImportParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.importKey() or SubtleCrypto.unwrapKey(), when generating a key for the HMAC algorithm.
HmacKeyGenParams	/en-US/docs/Web/API/HmacKeyGenParams	false	false	false	false	The HmacKeyGenParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.generateKey(), when generating a key for the HMAC algorithm.
IDBCursor	/en-US/docs/Web/API/IDBCursor	false	false	false	false	The IDBCursor interface of the IndexedDB API represents a cursor for traversing or iterating over multiple records in a database.
IDBCursorSync	/en-US/docs/Web/API/IDBCursorSync	true	false	true	false	The IDBCursorSync interface of the IndexedDB API represents a cursor for iterating over multiple records in a database. You can have only one instance of IDBCursorSync representing a cursor, but you can have an unlimited number of cursors at the same time. Operations are performed on the underlying index or object store. It enables an application to synchronously process all the records in the cursor's range.
IDBCursorWithValue	/en-US/docs/Web/API/IDBCursorWithValue	false	false	false	false	The IDBCursorWithValue interface of the IndexedDB API represents a cursor for traversing or iterating over multiple records in a database. It is the same as the IDBCursor, except that it includes the value property.
IDBDatabase	/en-US/docs/Web/API/IDBDatabase	false	false	false	false	The IDBDatabase interface of the IndexedDB API provides a connection to a database; you can use an IDBDatabase object to open a transaction on your database then create, manipulate, and delete objects (data) in that database. The interface provides the only way to get and manage versions of the database.
IDBDatabaseException	/en-US/docs/Web/API/IDBDatabaseException	false	false	true	false	In the IndexedDB API, an IDBDatabaseException object represents exception conditions that can be encountered while performing database operations.
